Date,Govornorate,Community,Month,Year,Sex,Child,Type of Incident,Weapon,Fatal
21/09/18,Gaza North,Jabalia,September,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
21/09/18,Gaza North,Jabalia,September,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
21/09/18,Gaza North,Jabalia,September,2018,Male,No,Demonstration (GMR),Shrapnel,No
21/09/18,Gaza North,Jabalia,September,2018,Male,No,Demonstration (GMR),Shrapnel,No
21/09/18,Gaza North,Jabalia,September,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
21/09/18,Gaza North,Jabalia,September,2018,Male,No,Demonstration (GMR),Shrapnel,No
21/09/18,Gaza North,Jabalia,September,2018,Male,Yes,Demonstration (GMR),Others,No
21/09/18,Gaza North,Jabalia,September,2018,Male,No,Demonstration (GMR),Others,No
21/09/18,Gaza North,Jabalia,September,2018,Male,No,Demonstration (GMR),Others,No
21/09/18,Gaza North,Jabalia,September,2018,Male,Yes,Demonstration (GMR),Others,No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Female,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Tear gas canister (hit),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,Yes,Demonstration (GMR),Tear gas canister (hit),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Tear gas canister (hit),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Tear gas canister (hit),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,Yes,Demonstration (GMR),Others,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Others,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Shrapnel,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Shrapnel,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,No,Demonstration (GMR),Others,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Male,Yes,Demonstration (GMR),Others,No
21/09/18,Deir Al-Balah (Middle Area),Al Bureij Camp,September,2018,Female,No,Demonstration (GMR),Others,No
21/09/18,Rafah,Rafah,September,2018,Male,No,Demonstration (GMR),Tear gas canister (hit),No
21/09/18,Rafah,Rafah,September,2018,Male,No,Demonstration (GMR),Tear gas canister (hit),No
21/09/18,Rafah,Rafah,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Rafah,Rafah,September,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
21/09/18,Rafah,Rafah,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Rafah,Rafah,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Rafah,Rafah,September,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
21/09/18,Rafah,Rafah,September,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
21/09/18,Rafah,Rafah,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Rafah,Rafah,September,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
21/09/18,Rafah,Rafah,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Rafah,Rafah,September,2018,Male,Yes,Demonstration (GMR),Others,No
21/09/18,Rafah,Rafah,September,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
21/09/18,Rafah,Rafah,September,2018,Male,No,Demonstration (GMR),Shrapnel,No
21/09/18,Rafah,Rafah,September,2018,Male,No,Demonstration (GMR),Shrapnel,No
21/09/18,Rafah,Rafah,September,2018,Male,No,Demonstration (GMR),Shrapnel,No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (hit),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (hit),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (hit),No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Tear gas canister (hit),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Shrapnel,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Shrapnel,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Shrapnel,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Shrapnel,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Shrapnel,No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Shrapnel,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Shrapnel,No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Others,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Others,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Others,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Others,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Others,No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Others,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Others,No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Others,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Others,No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Others,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Others,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Others,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Others,No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Others,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Others,No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Others,No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Gaza,Gaza,September,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
21/09/18,Khan Yunis,Khuza'a,September,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
